id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag
1,2001.2472,1.6127009,0.66535666,-0.30065164,-0.42823118,25,0,23,3.5520561,-1.3761995
2,7650.8834,1.3896579,0.61517971,-0.023893448,-0.78421302,25,0,37,5.2455053,-1.7994683
3,7961.034,1.324483,0.52156942,0.16590218,-0.6348058,25,0,397,59.023003,-4.4275532
4,2521.9845,2.971587,0.47964821,-0.6534788,-0.02279913,25,0,32,4.990499,-1.7453599
5,4786.6377,2.2524659,0.45616747,-0.76090789,-0.43684266,25,0,7,1.3948731,-0.36133678
6,5019.0166,1.599214,0.52474884,-0.2490485,-0.8010667,25,0,6,1.0682181,-0.071649843
7,6500.9959,1.8799894,0.30340526,-0.89936036,-0.47949817,25,0,5,1.2982548,-0.28339988
8,4094.0401,4.7300618,0.49229342,-0.12777595,0.11140272,25,0,10,1.477158,-0.42356734
9,4860.029,5.6594539,0.49050736,-0.63180101,-0.36659709,25,0,16,2.2855773,-0.89748978
10,4911.9681,4.6853541,0.50476898,-0.13590878,-0.22448925,25,0,21,2.9713392,-1.1823806
11,5009.4906,5.4003934,0.4807071,-0.30165231,-0.29452281,25,0,8,1.4497296,-0.40321749
12,1432.9598,5.6423304,0.4713782,-0.83115041,0.23831113,25,0,46,6.3957767,-2.0147332
13,1338.0625,7.275369,0.40240464,-0.99877048,0.42938835,25,0,12,1.9953662,-0.75005654
14,6192.962,7.6777654,0.45312058,-0.053957839,-0.38467884,25,0,17,2.40729,-0.95382102
15,1638.6183,9.3979741,0.45016126,-0.91588366,-0.41022549,25,0,9,1.4807928,-0.42623571
16,2787.7431,8.9873731,0.42069109,-0.92859226,-0.12616258,25,0,223,28.809546,-3.648841
17,6386.9487,8.818995,0.45616747,-0.15701552,-0.21888834,25,0,17,2.1919434,-0.85207334
18,7103.0218,10.265977,0.43856082,0.34767944,-0.43393344,25,0,746,88.399574,-4.8661254
19,8172.9206,9.9863234,0.53926706,0.92155212,-0.2393187,25,0,7,1.0956465,-0.09917614
20,8173.2224,10.867911,0.54232671,0.89713675,-0.16135353,25,0,7,1.1174002,-0.12052183
21,8552.2516,12.010341,0.47403284,0.75548095,0.20076995,25,0,8,1.4062222,-0.37013489
22,8875.3339,12.206342,0.37940779,0.9470188,-0.19828397,25,0,5,1.1180507,-0.12115374
23,2700.9948,13.32384,0.423605,-0.88868874,-0.50321405,25,0,55,5.8653302,-1.9207312
24,4603.0208,13.468562,0.73566795,0.38193849,0.52196214,25,0,6,1.0090762,-0.0098099482
25,5528.3627,12.856619,0.47433165,0.43785387,-0.36111636,25,0,11,1.7566705,-0.61172576
26,7893.5575,13.990826,0.35254851,0.7418955,-0.3439019,25,0,15,2.3634887,-0.93388381
27,2699.029,13.793373,0.43147168,-0.97963083,-0.49538932,25,0,33,3.6867757,-1.4166168
28,3583.3718,15.373788,0.39217656,-0.66620743,-0.21393649,25,0,17,2.9359028,-1.1693542
29,7313.3982,16.140552,0.48417703,0.63151413,-0.077770995,25,0,18,2.4093299,-0.95474067
30,7786.453,14.425481,0.51368204,0.78808045,0.057731137,25,0,13,1.8285508,-0.65526758
31,1390.8532,18.533678,0.55812607,-0.85000372,0.34336734,25,0,6,1.0314804,-0.033652483
32,6519.6088,17.747879,0.43992497,0.042412825,-0.20455957,25,0,51,6.5086799,-2.0337323
33,6914.6381,16.860323,0.45487565,0.22544953,-0.31618286,25,0,11,1.6319735,-0.53178276
34,80.524894,18.563492,0.26706127,-0.56460744,0.63336298,25,0,6,1.3614762,-0.33502512
35,3382.6557,18.504905,0.48558973,-0.56198955,-0.20435912,25,0,42,5.4598193,-1.8429457
36,8429.0961,17.648139,0.38163502,0.99858427,0.3531188,25,0,4,1.0321311,-0.034337135
37,1390.2047,19.087591,0.53883266,-0.72581375,-0.28396928,25,0,7,1.2089943,-0.20606061
38,6725.8427,19.256216,0.47613324,0.27853909,-0.38017474,25,0,31,4.0091448,-1.5076294
39,1849.723,21.02094,0.45096901,-0.82852089,0.062779907,25,0,10,1.4109522,-0.37378076
40,4435.7333,20.085421,0.38790783,-0.33829334,-0.35401138,25,0,13,2.0699365,-0.78989256
41,1248.012,20.38653,0.46241644,-0.96380353,0.57444666,25,0,90,12.384209,-2.7321707
42,1849.2115,21.428052,0.33137257,-0.57059598,0.37552861,25,0,10,1.4172773,-0.37863711
43,3466.384,22.196728,0.64434999,-0.7114771,-0.16872355,25,0,15,2.1160717,-0.81382595
44,6704.0486,21.952133,0.41448197,0.21423411,-0.24339495,25,0,7,1.2427478,-0.23595749
45,317.68468,23.921879,0.56967959,-0.66962051,0.53936492,25,0,4,1.037155,-0.039609197
46,6279.2036,22.99837,0.37885895,-0.15189511,-0.45005514,25,0,42,5.6383405,-1.8778782
47,7541.0688,23.511042,0.45364299,0.37315172,-0.42292648,25,0,49,5.8109183,-1.9106119
48,368.37479,23.564125,0.39643997,-0.9415043,0.4656662,25,0,11,1.7960985,-0.63582536
49,3475.302,24.925232,0.40413666,-0.25966021,-0.54828851,25,0,8,1.2370732,-0.23098848
50,3697.1792,26.45805,0.54065767,-0.43885359,-0.18348572,25,0,33,4.5394406,-1.6425059
51,4406.9076,26.915665,0.42802123,-0.59838152,-0.15386185,25,0,13,1.8405505,-0.66236937
52,7532.0578,25.987204,0.52357549,-0.048294939,-0.39112326,25,0,7,1.2731603,-0.26220775
53,1515.6508,26.761179,0.51589541,-0.95075524,-0.042038793,25,0,10,1.5857759,-0.5006045
54,1928.4619,27.358181,0.58110732,-0.362537,0.47889823,25,0,7,1.0428296,-0.045533409
55,4207.5862,27.275601,0.3427836,-0.34883595,0.13453882,25,0,6,1.1491138,-0.15090758
56,4689.0786,28.311824,0.53608349,-0.076468959,-0.42987315,25,0,7,1.0738927,-0.077402238
57,7452.757,29.871057,0.36065612,0.29850844,-0.064996512,25,0,9,1.3862143,-0.3545759
58,4378.9171,30.823519,0.38940711,-0.042196341,-0.15027134,25,0,13,2.1397772,-0.82592138
59,4832.4264,30.986713,0.53153967,-0.53269529,-0.38626384,25,0,30,4.0472717,-1.5179059
60,5292.806,31.522967,0.48863687,-0.35862306,-0.29798687,25,0,31,4.4956398,-1.6319788
61,7364.6611,31.151678,0.36230852,0.25226557,-0.45246133,25,0,14,1.9234859,-0.7102225
62,3582.5918,31.972814,0.51535022,-0.60916299,-0.23294972,25,0,7,1.1758915,-0.17591814
63,5072.0452,32.824768,0.45985692,-0.16705319,0.028886054,25,0,9,1.4166268,-0.37813864
64,2816.2424,34.360931,0.46319325,-0.83059233,-0.10738655,25,0,189,26.42767,-3.5551472
65,6504.263,34.211234,0.44790366,-0.23696809,-0.41171794,25,0,29,3.4838731,-1.3551558
66,7170.1049,35.126084,0.47833703,0.42776906,-0.12412934,25,0,57,7.2212195,-2.1465264
67,5747.2546,34.759739,0.44459375,-0.23583989,-0.57587797,25,0,19,2.487535,-0.989423
68,3606.9989,35.706358,0.42535646,-0.69450665,-0.14043514,25,0,92,12.501549,-2.7424095
69,4325.4765,35.873806,0.38504184,-0.85104287,-0.33185239,25,0,18,2.7148817,-1.0843773
70,5989.6215,36.602058,0.47404105,-0.095555305,-0.26202936,25,0,18,2.7804368,-1.1102826
71,4108.2023,37.689608,0.4816282,-0.45720401,-0.10136006,25,0,10,1.5413238,-0.4697347
72,6774.2538,37.295044,0.48154546,0.10388146,-0.51004593,25,0,38,4.8449931,-1.7132329
73,4588.7643,41.07327,0.47817997,0.11741664,-0.17922715,25,0,7,1.0455198,-0.048330685
74,4588.2382,40.643899,0.4528456,-0.50358957,-0.88145563,25,0,7,1.1040113,-0.10743379
75,4560.0416,42.513157,0.35712545,-0.3460803,-0.28839511,25,0,17,2.8846812,-1.1502446
76,4933.9519,42.095254,0.48213227,-0.67227572,-0.35873193,25,0,12,1.8539394,-0.67023884
77,6836.7113,43.307366,0.57865048,0.93786317,-0.12430445,25,0,7,1.0210758,-0.022645006
78,3947.1706,43.603434,0.46542974,-0.55399799,-0.077201586,25,0,26,3.8409407,-1.461094
79,7466.2446,43.667669,0.4651681,0.49070185,-0.2052987,25,0,15,2.1495311,-0.83085935
80,6536.0636,44.058517,0.41876286,-0.099294454,-0.21407953,25,0,7,1.0491548,-0.052098887
81,7465.5314,44.022451,0.42857865,0.13865554,-0.84270966,25,0,12,1.5553633,-0.47957962
82,1304.0948,44.463116,0.53594503,-0.44908875,0.40770924,25,0,6,1.1872406,-0.18634685
83,908.09769,47.056528,0.40621194,-0.95579875,0.79032969,25,0,17,2.7971663,-1.1167957
84,7238.1771,47.417821,0.35940127,-0.063626222,-0.5867146,25,0,8,1.6439731,-0.53973678
85,4859.9307,48.323582,0.438009,-0.18023756,0.039016742,25,0,7,1.3835239,-0.3524667
86,8360.0715,48.613599,0.51704555,0.81864536,-0.21471366,25,0,7,1.2892394,-0.27583393
87,3409.0854,50.592136,0.4207603,-0.98408562,-0.03038269,25,0,23,3.3845646,-1.323757
88,4418.1607,49.758169,0.48052011,-0.58823431,-0.24691514,25,0,22,3.3735094,-1.3202048
89,5986.4525,50.7295,0.58845934,0.23475218,-0.018366324,25,0,9,1.4159762,-0.37763986
90,150.61922,52.160274,0.43623841,-0.70500332,0.88150691,25,0,13,2.1531661,-0.83269381
91,1633.1839,53.628462,0.40703977,-0.83727461,0.42988832,25,0,21,3.2381139,-1.2757303
92,7485.1576,55.133425,0.38589095,0.44009379,0.1312873,25,0,19,2.5911291,-1.0337226
93,4588.2237,55.13546,0.48651144,-0.50379562,0.078278214,25,0,7,1.121035,-0.12404791
94,3269.638,55.677965,0.30885405,-0.49888399,-0.23320514,25,0,4,1.0300913,-0.032189283
95,4791.5258,57.358053,0.44984572,-0.40544835,-0.37442552,25,0,11,1.9870013,-0.74549538
96,7427.3209,57.148334,0.23907189,0.32382366,-0.49786577,25,0,9,1.5208713,-0.45523115
97,8065.8588,57.4215,0.54319522,0.41931024,0.042123407,25,0,12,2.0081043,-0.75696568
98,8142.3246,56.797014,0.52647931,0.97744972,-0.013714954,25,0,11,1.294914,-0.28060232
99,5750.9303,58.196271,0.50913016,-0.14658916,-0.28953783,25,0,18,2.5292969,-1.0074995
100,2007.0996,58.578833,0.47787191,-0.53551406,0.40165337,25,0,25,3.5190156,-1.366053
101,7143.4131,59.318814,0.52511339,0.29196826,-0.39379718,25,0,29,3.4909368,-1.357355
102,8802.0582,59.463185,0.69540294,0.47270849,-0.21496,25,0,5,1.111075,-0.11435848
103,1723.3154,60.719044,0.35139877,-0.96488553,0.097796699,25,0,9,1.6382986,-0.53598267
104,2261.1948,59.858173,0.35953977,-0.79746497,-0.28953118,25,0,10,1.3483814,-0.32453188
105,8881.7601,60.228308,0.58214007,0.90480739,-0.11256776,25,0,7,1.2752,-0.26394577
106,2261.1918,60.38199,0.38630385,-0.96212167,-0.10497446,25,0,9,1.3333974,-0.312399
107,3311.1696,61.531562,0.48636208,-0.69995439,-0.10693707,25,0,204,28.62632,-3.6419138
108,1722.2709,61.275584,0.51920405,-0.75875372,0.28973128,25,0,12,1.9258195,-0.71153896
109,3384.0663,61.921942,0.53558259,-0.99459875,-0.45189055,25,0,10,1.6406323,-0.53752813
110,4671.2316,62.966597,0.50427177,-0.78633189,-0.34419792,25,0,13,1.8927166,-0.692714
111,5042.8372,64.383183,0.4891552,-0.11421257,-0.44685518,25,0,13,1.9512081,-0.72575898
112,8089.9619,65.865681,0.41452756,0.83954859,-0.030625645,25,0,24,3.1796224,-1.2559389
113,4381.4076,65.793909,0.47774168,-0.84657806,-0.33269968,25,0,11,1.6489972,-0.54304979
114,7400.3359,67.92218,0.69536117,0.37079519,0.10556156,25,0,9,1.0675676,-0.070988449
115,7494.2447,67.147639,0.47742081,0.38644567,-0.52971797,25,0,10,1.4279759,-0.38680219
116,9020.0319,66.576178,0.58346381,0.86040825,0.070095996,25,0,5,1.0645833,-0.067949124
117,6590.3262,68.051132,0.45707212,0.092967547,-0.55867035,25,0,27,3.4471352,-1.3436458
118,7401.1114,67.807938,0.53309888,0.30843931,-0.15224007,25,0,10,1.2788348,-0.26703613
119,5247.5669,68.56045,0.44162268,0.16557993,-0.12993155,25,0,11,1.4751182,-0.42206702
120,7439.5176,69.202057,0.36084479,0.40181774,-0.73624654,25,0,19,2.2671645,-0.88870757
121,2592.8948,70.646196,0.40242344,-0.99774164,-0.24036065,25,0,13,2.2587996,-0.88469423
122,5007.4733,69.545531,0.40035078,0.33064401,0.074502618,25,0,13,2.0812857,-0.79582926
123,5062.3228,70.594595,0.49146386,-0.22087808,-0.29907394,25,0,694,97.287071,-4.9701378
124,9237.1946,70.34784,0.5451009,0.67579007,0.09484157,25,0,6,1.3062631,-0.29007664
125,3557.095,71.103945,0.3819986,-0.47533762,-0.10670178,25,0,10,1.4674039,-0.41637416
126,4453.765,71.944693,0.66336624,-0.2776514,0.022347974,25,0,8,1.0505439,-0.053535518
127,7078.6658,71.810951,0.61752353,-0.62777591,-0.14613916,25,0,12,1.6927986,-0.57151324
128,7814.5962,71.418072,0.33552572,0.62106842,-0.053777221,25,0,13,1.760956,-0.61437129
129,7825.914,71.758015,0.4978166,0.62069511,-0.23054473,25,0,81,10.012355,-2.5013406
130,2011.0582,72.732879,0.43792652,-0.50260472,0.067879521,25,0,15,2.3524337,-0.92879347
131,8613.5213,72.413361,0.37578091,0.20415922,-0.30123758,25,0,6,1.0482101,-0.051120896
132,5002.7023,74.314389,0.68494461,-0.24862635,-0.25811032,25,0,14,1.8800664,-0.68543297
133,3575.1323,75.286839,0.64684563,-0.03985586,0.270993,25,0,8,1.3584293,-0.33259261
134,3988.3028,75.633962,0.46492379,-0.36361918,-0.16096233,25,0,30,4.6597648,-1.67091
135,4066.8209,75.175254,0.49001071,-0.74535894,-0.41120638,25,0,6,1.0511944,-0.054207627
136,4535.7674,76.806061,0.43388085,-0.82622188,-0.3792478,25,0,8,1.3617703,-0.33525962
137,7604.8306,79.195668,0.52859393,0.36643547,-0.20916158,25,0,14,1.7483058,-0.60654349
138,89.976002,79.075088,0.51067652,-0.61682594,0.31561426,25,0,11,1.9579778,-0.72951939
139,6413.9605,79.348536,0.29577608,-0.58966208,-0.79267394,25,0,5,1.0244168,-0.026191735
140,6521.4891,79.645635,0.43377719,-0.036798954,-0.2594648,25,0,46,6.0770421,-1.9592306
141,4039.7558,80.255492,0.42958642,-0.44383419,-0.19831528,25,0,14,2.3628383,-0.93358499
142,4884.4448,80.559242,0.51284843,-0.31388745,-0.13308474,25,0,26,3.8402901,-1.4609101
143,4154.0577,80.568265,0.5211849,-0.99215209,-0.35650698,25,0,8,1.424341,-0.38403491
144,1028.6796,83.116768,0.45141637,-0.73370361,0.51087767,25,0,13,2.3156958,-0.91170375
145,6451.35,81.986845,0.43965929,-0.052403443,-0.31782935,25,0,642,80.046562,-4.7583567
146,1934.1084,83.526756,0.41751191,-0.98420942,-0.4768465,25,0,11,1.7054489,-0.57959676
147,3791.8433,83.213297,0.48948699,-0.77818406,-0.21088478,25,0,96,13.896803,-2.8572872
148,6201.6973,83.885476,0.62980237,-0.14875488,-0.74341226,25,0,9,1.3470802,-0.32348366
149,1027.5366,83.563643,0.36839478,-0.51977986,0.91797408,25,0,11,2.0150802,-0.76073085
150,1160.6585,84.293917,0.50941316,-0.27866641,0.53954752,25,0,5,1.1003764,-0.10385314
151,2681.9765,85.092794,0.45616747,-0.20432438,0.29280599,25,0,8,1.3948731,-0.36133678
152,3142.4559,85.499856,0.28977747,-0.82896662,0.041617237,25,0,7,1.2547475,-0.24639086
153,3413.4131,87.594666,0.44200934,0.071810193,-0.060057495,25,0,9,1.4052776,-0.36940532
154,779.50035,87.283179,0.39414632,-0.96691972,0.15576642,25,0,5,1.0378056,-0.04028998
155,3739.0918,89.092954,0.47953307,-0.76770532,-0.15972941,25,0,124,18.60829,-3.1742661
156,7191.5123,89.670197,0.50304126,0.42466053,-0.39454031,25,0,13,1.5961804,-0.50770496
157,3003.8899,90.903367,0.53608349,-0.50489265,-0.30925689,25,0,7,1.0738927,-0.077402238
158,3497.3286,90.821928,0.45257706,-0.58842987,-0.086132031,25,0,14,2.4771307,-0.98487228
159,7606.8097,91.51867,0.45415139,0.31384504,-0.45343224,25,0,78,10.141044,-2.5152066
160,1218.7535,92.402096,0.39706304,-0.84227878,0.4068644,25,0,9,1.6025056,-0.51199887
161,1601.2359,93.668134,0.51535022,-0.99352562,-0.0067215339,25,0,8,1.1758915,-0.17591814
162,7318.9263,92.875247,0.42440318,-0.58084685,-0.56645126,25,0,7,1.0709084,-0.07438084
163,7607.2872,91.702916,0.46440924,0.90861255,0.33452919,25,0,69,8.1880894,-2.2829564
164,8395.7035,94.337383,0.53385643,0.63808638,-0.28662863,25,0,18,2.5256622,-1.0059382
165,1682.1972,95.15881,0.35514587,-0.91394639,-0.17127347,25,0,9,1.4503802,-0.40370466
166,4423.845,95.315405,0.49173938,-0.90238178,-0.17275503,25,0,8,1.2939694,-0.27981001
167,4964.892,94.969193,0.50993217,0.0011329561,-0.49444878,25,0,12,1.6934491,-0.57193039
168,5827.6299,95.793802,0.56102635,-0.50956845,0.032029193,25,0,9,1.3771988,-0.3474916
169,1091.2934,95.508712,0.50267041,-0.48588797,0.034863897,25,0,14,1.6877745,-0.56828608
170,1889.7852,95.910817,0.56106345,-0.041224044,0.42073713,25,0,9,1.2420971,-0.2353889
171,3332.7877,99.092167,0.53530443,-0.58127105,0.20097628,25,0,14,2.32072,-0.91405684
172,7972.5741,100.17355,0.62794693,0.53165156,0.070165463,25,0,9,1.2063041,-0.20364199
173,8171.9512,100.35858,0.46480256,0.71188807,-0.15953033,25,0,39,5.1498942,-1.7794958
174,4864.9476,100.82224,0.52928719,-0.16466136,-0.63312673,25,0,9,1.3166677,-0.29869043
175,6615.185,101,0.51229747,0.090671457,-0.30289884,25,0,12,1.7152029,-0.58578877
176,7285.6937,101.56088,0.36342225,-0.065559044,-0.46020631,25,0,15,2.2510853,-0.88097987
177,3497.2237,101.98748,0.51253296,-0.7796461,-0.017224414,25,0,63,8.985898,-2.3839037
178,4192.0318,102.23233,0.40242344,-0.22249649,0.041615129,25,0,6,1.1293998,-0.13211924
179,4213.4992,102.33022,0.45863978,-0.65779692,-0.1650834,25,0,28,4.2281265,-1.5653699
180,5797.3649,102.27735,0.4196719,-0.055315867,-0.45003258,25,0,35,5.0900135,-1.7667973
181,7534.119,102.82746,0.50196388,0.47695443,-0.23406376,25,0,16,2.0221438,-0.76453011
182,3713.7835,102.87729,0.51071013,-0.70518672,-0.18106631,25,0,25,3.856369,-1.4654465
183,3977.7399,102.91848,0.57789155,-0.69969457,-0.13163539,25,0,11,1.5991647,-0.509733
184,5349.5714,103.0564,0.47294961,-0.44425154,-0.44476069,25,0,15,2.3383942,-0.9222943
185,4715.6002,104.29506,0.53264883,-0.54534453,-0.32596479,25,0,43,6.5133471,-2.0345106
186,6816.6273,104.23325,0.48762127,-0.016820148,-0.59244129,25,0,9,1.1806215,-0.18027672
187,302.70517,105.34223,0.45985692,-0.65696388,0.86928741,25,0,6,1.4166268,-0.37813864
188,3660.777,105.21492,0.61442981,-0.49585426,-0.097410136,25,0,11,1.4547536,-0.40697363
189,4234.5463,105.31047,0.53608349,0.035153177,0.23064316,25,0,6,1.0738927,-0.077402238
190,7706.7256,105.26444,0.41605505,0.17332298,-0.70456454,25,0,11,1.5657679,-0.48681845
191,8338.8,104.94632,0.3336737,0.90460843,-0.01773939,25,0,9,1.5891167,-0.50288947
192,7179.4958,105.90523,0.30646219,0.28656843,-0.52930075,25,0,11,1.3841746,-0.35297718
193,1846.1365,107.5452,0.43357403,-0.90569681,0.16938909,25,0,14,2.0615718,-0.78549618
194,4320.3819,107.01707,0.466486,-0.60963619,-0.27120061,25,0,62,9.1259365,-2.4006936
195,3613.1094,108.76078,0.37485745,-0.28102019,-0.2026836,25,0,5,1.0103773,-0.011208938
196,2533.224,109.05892,0.38456267,-0.59472597,0.24806416,25,0,17,2.5212886,-1.0040564
197,4727.8658,109.37656,0.45802648,-0.67226374,-0.21015824,25,0,17,2.8114998,-1.1223452
198,2625.8251,110.89869,0.46046086,-0.9601357,0.039199546,25,0,15,2.4347184,-0.96612183
199,3074.0947,109.62139,0.55024461,-0.78667718,-0.17446688,25,0,6,1.101321,-0.10478478
200,3956.8013,111.01378,0.47109924,-0.67686486,0.025939755,25,0,19,3.1193855,-1.2351726
201,5904.0351,110.11307,0.38351109,-0.16161615,-0.33757125,25,0,18,2.6072083,-1.0404393
202,2499.615,111.57342,0.43913663,-0.89804769,-0.099753985,25,0,11,1.6904649,-0.57001536
203,3731.7022,111.28193,0.48102678,-0.76363426,-0.26718475,25,0,32,4.440783,-1.6186489
204,5834.6947,110.81687,0.41876286,-0.45552862,-0.70830257,25,0,7,1.0491548,-0.052098887
205,1158.078,115.04139,0.31957184,0.078005873,0.14820713,25,0,5,1.1377647,-0.14013113
206,1756.1182,114.07858,0.39890478,-0.31034923,0.34321615,25,0,7,1.2153195,-0.21172618
207,4496.4029,114.64508,0.56702465,-0.34500372,-0.033089007,25,0,9,1.4962212,-0.4374895
208,2349.011,114.91363,0.41855845,-0.89144945,0.023422691,25,0,91,11.799706,-2.679678
209,3592.4571,114.43649,0.50961575,-0.30011469,0.15168866,25,0,16,2.4377027,-0.96745183
210,4256.8298,115.10002,0.42009189,-0.44688514,-0.41312832,25,0,8,1.334342,-0.31316789
211,4008.3491,115.62916,0.46992421,-0.5697732,-0.065582317,25,0,41,5.9319806,-1.9329993
212,1157.3693,116.5152,0.52878357,-0.65520608,0.42528548,25,0,7,1.2033198,-0.20095265
213,1215.6804,116.33243,0.32456043,-0.77110732,0.64519081,25,0,6,1.0735987,-0.077104985
214,3692.9672,117.00557,0.56967959,-0.98568588,-0.40528045,25,0,5,1.037155,-0.039609197
215,6634.1257,117.44762,0.44348776,-0.25293291,-0.50580698,25,0,14,1.9813266,-0.74239016
216,4989.4187,119.95642,0.48748179,-0.42473802,-0.28738163,25,0,132,18.42918,-3.163765
217,7465.9279,119.3237,0.40508249,0.52289623,-0.095352914,25,0,14,1.6081802,-0.51583675
218,4261.8305,121.41705,0.4824909,-0.77460068,-0.34326112,25,0,13,2.1665547,-0.83942414
219,5320.5641,120.76638,0.43780879,-0.53243369,-0.024257757,25,0,8,1.4533645,-0.40593636
220,7834.7705,120.44409,0.34957951,0.59800035,0.3131766,25,0,8,1.2567872,-0.24815436
221,4797.8059,122.6334,0.46722627,-0.4488087,-0.17515201,25,0,48,6.9065642,-2.0981551
222,1925.3432,123.12597,0.34977616,-0.91789716,-0.84139547,25,0,11,1.3427069,-0.31995307
223,4282.8595,123.41569,0.45423837,-0.34936294,-0.28526465,25,0,10,1.9010816,-0.69750187
224,5534.6677,123.79071,0.53064636,0.14223062,-0.33459903,25,0,22,3.1404886,-1.2424931
225,8970.6942,122.99026,0.41955015,0.60838473,0.15940293,25,0,6,1.3721747,-0.34352355
226,1925.6129,123.70074,0.57948243,-0.7369225,-0.40702851,25,0,14,1.6209183,-0.5244028
227,6340.0923,124.77476,0.43940171,0.046355449,-0.17919248,25,0,55,7.5852633,-2.1999266
228,3227.0985,126.49911,0.43672577,-0.42642349,-2.1307768e-15,25,0,19,3.1220756,-1.2361085
229,4900.9445,126.66447,0.46231647,-0.25139707,-0.10248602,25,0,199,29.85305,-3.6874718
230,5286.5933,126.35719,0.58377819,-0.33920097,-0.37366197,25,0,13,1.9723113,-0.73743863
231,6012.7649,126.05975,0.36664325,-0.42115158,-0.46055162,25,0,7,1.1982957,-0.19641001
232,7687.5532,126.49741,0.42387113,0.50617182,-0.31080949,25,0,10,1.3939284,-0.36060117
233,1670.3368,127.76116,0.56223852,-0.92883319,0.36197402,25,0,18,2.5059481,-0.99743017
234,4568.7839,128.24495,0.58626792,-0.70359987,-0.25261377,25,0,16,2.2481892,-0.87958215
235,8101.0511,129.64256,0.20417163,0.44436187,0.024553358,25,0,7,1.1130267,-0.11626399
236,8218.7981,130.32946,0.49433225,0.76809031,-0.38540285,25,0,112,15.354246,-2.9655712
237,8339.8591,130.53092,0.54997869,0.68397152,-0.018902875,25,0,8,1.3497705,-0.32564987
238,3518.47,131.51687,0.46151161,-0.84699941,-0.25063547,25,0,400,57.151264,-4.3925646
239,5095.2304,130.71769,0.48708072,-0.52625394,-0.30876271,25,0,31,4.603313,-1.6576763
240,6077.0285,131.87764,0.43562589,0.045595065,-0.070416154,25,0,27,3.9993911,-1.5049847
241,8.2171273,132.72579,0.49093026,-0.53520143,0.68685422,25,0,5,1.234383,-0.22862482
242,7327.5445,133.29538,0.55514645,0.95733488,-0.3885946,25,0,8,1.0097268,-0.010509668
243,6165.7355,134.55689,0.5564663,-0.14889932,-0.2688062,25,0,25,3.2397971,-1.2762945
244,6689.5392,134.66906,0.46130117,0.67585635,0.3951844,25,0,6,1.0180916,-0.019467092
245,116.68642,135.25507,0.43779005,-0.82049853,0.66820358,25,0,131,17.856384,-3.1294838
246,3182.8908,134.92301,0.42881757,-0.55530947,-0.37525608,25,0,9,1.3778493,-0.34800433
247,7055.2826,136.20132,0.39414632,0.35306236,-0.5827006,25,0,6,1.0378056,-0.04028998
248,4183.1359,138.74729,0.46865778,-0.16324069,0.20431164,25,0,13,1.8425901,-0.66357183
249,3089.4061,139.33287,0.45816828,-0.88202155,-0.090828271,25,0,17,2.6122322,-1.0425294
250,3210.2954,139.44723,0.50490299,0.21404374,-0.2781297,25,0,6,1.1702169,-0.17066593
251,4128.0501,139.63761,0.4977111,-0.20316941,0.027607938,25,0,9,1.4610788,-0.41168407
252,6765.4774,139.87679,0.45060034,0.079560071,-0.22557686,25,0,50,6.488966,-2.0304387
253,7466.331,140.08629,0.42906,0.22780952,-0.2602004,25,0,12,1.4476899,-0.40168885
254,4718.4733,140.92501,0.47382624,-0.56464183,-0.28878889,25,0,33,4.8599768,-1.7165855
255,4537.7129,142.36932,0.50752081,-0.48584306,-0.17469851,25,0,54,7.6418028,-2.2079896
256,5276.5822,142.34957,0.46046086,-0.93908674,-0.4112119,25,0,7,1.2173592,-0.21354684
257,4918.5673,142.3255,0.38545829,-0.67394012,-0.1700061,25,0,8,1.1398044,-0.14207579
258,4196.4608,145.3877,0.41361233,-0.27118078,-0.13356633,25,0,23,3.4430561,-1.3423602
259,2983.902,146.6103,0.43979582,-0.76305628,-0.070159772,25,0,342,49.776741,-4.2425661
260,4152.782,145.73239,0.46864764,-0.56002551,0.021084205,25,0,8,1.1314394,-0.13407829
261,6291.9813,146.44409,0.5850071,0.17016892,-0.31202604,25,0,15,1.9940649,-0.74934824
262,3865.8019,147.1049,0.45293511,-0.71009243,-0.23179859,25,0,450,66.261032,-4.5531455
263,4132.0461,147.07495,0.48279492,-0.53921902,-0.20252388,25,0,14,1.9455335,-0.72259679
264,4335.8779,147.49285,0.56765385,-0.66830111,0.16963241,25,0,9,1.3611196,-0.33474074
265,1842.0929,150.72317,0.49026938,-0.76201516,0.27576874,25,0,13,2.1939831,-0.85308318
266,4985.6685,151.79363,0.50490299,-0.67653209,0.014386246,25,0,8,1.1702169,-0.17066593
267,1464.9837,152.38757,0.34642473,-0.60770524,0.047727665,25,0,10,1.5306252,-0.46217217
268,1684.4637,151.40773,0.46866756,-0.81976104,0.50922804,25,0,33,4.6871929,-1.6772821
269,5780.7483,152.34913,0.39317513,-0.25937778,-0.75675722,25,0,8,1.3871588,-0.35531542
270,8375.7498,152.78928,0.4580451,0.79752344,-0.23588676,25,0,2497,361.54419,-6.3954035
271,908.22283,153.46515,0.3332308,-0.97298664,0.54873014,25,0,14,2.1367929,-0.82440608
272,7137.6244,153.74062,0.34380623,0.39925048,-0.50216943,25,0,11,1.7185436,-0.58790142
273,8630.7102,153.13304,0.45690221,0.97904944,-0.36778251,25,0,15,2.122103,-0.81691614
